pageid,party_x,wikidataid,wikititle,name_x,sex,ethnicity,religion,birth,death,birthplace,deathplace,Number_Sessions_Served,Session_113,Session_114,Session_115,Session_116,first,last,ID_NameParty,party_y,Bloomberg_donations2012,Bloomberg_donations2014,Bloomberg_donations2016,Bloomberg_donations2018,party_x,Citadel_donations2012,Citadel_donations2014,Citadel_donations2016,Citadel_donations2018,person,name_y,VoteAlong113thRatio_FS_IIR,VoteAlong114thRatio_FS_IIR,VoteAlong115thRatio_FS_IIR,VoteAlong116thRatio_FS_IIR,VoteAlong113thRatio_FS_FSS,VoteAlong114thRatio_FS_FSS,VoteAlong115thRatio_FS_FSS,VoteAlong116thRatio_FS_FSS,VoteAlong113thRatio_FS_CM,VoteAlong114thRatio_FS_CM,VoteAlong115thRatio_FS_CM,VoteAlong116thRatio_FS_CM,VoteAlong113thRatio_FS_REB,VoteAlong114thRatio_FS_REB,VoteAlong115thRatio_FS_REB,VoteAlong116thRatio_FS_REB,party_short,Pure_name,LastName,FirstName,name,party_y,VoteAlong113thRatio_Film,VoteAlong114thRatio_Film,VoteAlong115thRatio_Film,VoteAlong116thRatio_Film
961504,R,Q465638,Sam_Graves,Sam Graves,male,white,protestantism baptist,1963-11-07,,"40.4411,-95.3828",,4,True,True,True,True,Sam,Graves,SamGravesR,,,,,,,,,,,400158.0,"Rep. Sam Graves [R, 2001-2022]",0.8333333333333334,0.8,0.7142857142857143,0.5,0.3333333333333333,0.6666666666666666,0.8888888888888888,0.3333333333333333,0.7142857142857143,0.8,0.75,1.0,1.0,1.0,1.0,0.3333333333333333,R, Sam Graves ,Graves,Sam,"Rep. Sam Graves [R, 2001-2022]",Republican,0.75,0.6666666666666666,0.6,0.0
29477282,R,Q863171,Billy_Long,Bill Long,male,white,protestantism reformed,1955-08-11,,"37.195,-93.28611",,4,True,True,True,True,Bill,Long,BillLongR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30501036,R,Q6163589,Jason_Smith_(politician),Jason T. Smith,male,white,,1980-06-16,,"38.61667,-90.2",,4,True,True,True,True,Jason,Smith,JasonSmithR,,,,,,,,,,,412596.0,"Rep. Jason Smith [R, 2013-2022]",0.8333333333333334,0.8,0.7142857142857143,0.25,0.6666666666666666,0.3333333333333333,0.7777777777777778,0.3333333333333333,0.7142857142857143,0.6,1.0,1.0,0.6666666666666666,0.75,1.0,0.3333333333333333,R, Jason Smith ,Smith,Jason,"Rep. Jason Smith [R, 2013-2022]",Republican,0.75,0.6666666666666666,0.6,0.0
1184436,R,Q1397331,Jeff_Fortenberry,Jeff Fortenberry,male,white,catholicism,1960-12-27,,"30.4475,-91.17861",,4,True,True,True,True,Jeff,Fortenberry,JeffFortenberryR,,,,,,,,,,,400640.0,"Rep. Jeff Fortenberry [R, 2005-2022]",0.8333333333333334,0.8,0.8571428571428571,0.5,0.6666666666666666,0.3333333333333333,0.8888888888888888,0.3333333333333333,0.7142857142857143,0.6,1.0,1.0,0.6666666666666666,0.75,1.0,0.3333333333333333,R, Jeff Fortenberry ,Fortenberry,Jeff,"Rep. Jeff Fortenberry [R, 2005-2022]",Republican,0.75,0.6666666666666666,0.8,0.0
4484938,R,Q373443,Adrian_Smith_(politician),Adrian Smith,male,white,,1970-12-19,,"41.86722,-103.66083",,4,True,True,True,True,Adrian,Smith,AdrianSmithR,,,,,,,,,,,412217.0,"Rep. Adrian Smith [R, 2007-2022]",0.6666666666666666,0.6,0.8571428571428571,0.5,0.6666666666666666,0.0,0.8888888888888888,0.3333333333333333,0.7142857142857143,0.6,1.0,1.0,0.6666666666666666,0.75,1.0,0.3333333333333333,R, Adrian Smith ,Smith,Adrian,"Rep. Adrian Smith [R, 2007-2022]",Republican,0.75,0.6666666666666666,0.8,0.0
2495543,D,Q524440,Dina_Titus,Dina Titus,female,white,,1950-05-23,,"30.8364,-83.9783",,4,True,True,True,True,Dina,Titus,DinaTitusD,,,,,,,,,,,412318.0,"Rep. Dina Titus [D, 2013-2022]",0.5,0.8,0.42857142857142855,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.5714285714285714,0.4,0.0,1.0,0.6666666666666666,0.5,0.0,1.0,D, Dina Titus ,Titus,Dina,"Rep. Dina Titus [D, 2013-2022]",Democrat,0.25,0.3333333333333333,0.6,1.0
13224106,R,Q23944,Mark_Amodei,Mark Amodei,male,white,,1958-06-12,,"39.16083,-119.75389",,4,True,True,True,True,Mark,Amodei,MarkAmodeiR,,,,,,,,,,,412500.0,"Rep. Mark Amodei [R, 2011-2022]",0.8333333333333334,0.6,0.8571428571428571,0.5,0.6666666666666666,0.3333333333333333,0.8888888888888888,0.3333333333333333,0.7142857142857143,0.6,1.0,1.0,0.6666666666666666,0.75,1.0,0.3333333333333333,R, Mark Amodei ,Amodei,Mark,"Rep. Mark Amodei [R, 2011-2022]",Republican,0.5,0.6666666666666666,0.6,0.0
23101972,D,Q3917208,Ann_McLane_Kuster,Ann McLane Kuster,female,white,,1956-09-05,,"43.20667,-71.53806",,4,True,True,True,True,Ann,Kuster,AnnKusterD,D,0.0,1000.0,0.0,396.0,D,0.0,1000.0,0.0,396.0,412557.0,"Rep. Ann Kuster [D, 2013-2022]",0.5,0.8,0.42857142857142855,1.0,0.6666666666666666,0.3333333333333333,0.5555555555555556,1.0,0.7142857142857143,0.4,0.0,1.0,0.6666666666666666,0.5,0.3333333333333333,1.0,D, Ann Kuster ,Kuster,Ann,"Rep. Ann Kuster [D, 2013-2022]",Democrat,0.5,0.3333333333333333,0.8,1.0
24955931,D,Q5294942,Donald_Norcross,Donald Norcross,male,white,,1958-12-13,,"39.9368,-75.1066",,4,True,True,True,True,Donald,Norcross,DonaldNorcrossD,,,,,,,,,,,412606.0,"Rep. Donald Norcross [D, 2014-2022]",,0.8,0.2857142857142857,1.0,,0.3333333333333333,0.4444444444444444,1.0,,0.4,0.0,1.0,,0.75,0.0,1.0,D, Donald Norcross ,Norcross,Donald,"Rep. Donald Norcross [D, 2014-2022]",Democrat,,0.3333333333333333,0.6,1.0
694740,R,Q981167,Chris_Smith_(New_Jersey_politician),Chris Smith,male,white,catholicism,1953-03-04,,"40.60722,-74.28111",,4,True,True,True,True,Chris,Smith,ChrisSmithR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6477895,D,Q965289,Frank_Pallone,Frank Pallone,male,white,catholicism,1951-10-30,,"40.2954,-73.9899",,4,True,True,True,True,Frank,Pallone,FrankPalloneD,D,0.0,0.0,0.0,25.0,D,0.0,0.0,0.0,25.0,400308.0,"Rep. Frank Pallone Jr. [D, 1993-2022]",0.3333333333333333,0.8,0.2857142857142857,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.5714285714285714,0.4,0.0,1.0,0.6666666666666666,0.25,0.0,1.0,D, Frank Pallone  ,Pallone,Frank,"Rep. Frank Pallone Jr. [D, 1993-2022]",Democrat,0.0,0.3333333333333333,0.6,1.0
2907738,D,Q527509,Albio_Sires,Albio Sires,male,hispanic,,1951-01-26,,"22.93278,-82.38694",,4,True,True,True,True,Albio,Sires,AlbioSiresD,,,,,,,,,,,412186.0,"Rep. Albio Sires [D, 2013-2022]",0.5,0.8,0.2857142857142857,1.0,0.0,0.6666666666666666,0.3333333333333333,1.0,0.7142857142857143,0.6,0.0,1.0,0.3333333333333333,0.75,0.0,1.0,D, Albio Sires ,Sires,Albio,"Rep. Albio Sires [D, 2013-2022]",Democrat,0.0,0.3333333333333333,0.8,1.0
964457,D,Q529090,Bill_Pascrell,"Bill Pascrell, Jr.",male,white,catholicism,1937-01-25,,"40.91556,-74.16306",,4,True,True,True,True,Bill,Pascrell,BillPascrellD,,,,,,,,,,,400309.0,"Rep. Bill Pascrell Jr. [D, 2013-2022]",0.3333333333333333,0.8,0.2857142857142857,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.5714285714285714,0.4,0.0,1.0,0.6666666666666666,0.25,0.0,1.0,D, Bill Pascrell  ,Pascrell,Bill,"Rep. Bill Pascrell Jr. [D, 2013-2022]",Democrat,0.25,0.3333333333333333,0.8,1.0
35941258,D,Q1240224,Donald_Payne_Jr.,Donald Payne Jr.,male,black,,1958-12-16,,"40.73528,-74.185",,4,True,True,True,True,Donald,Payne,DonaldPayneD,,,,,,,,,,,412506.0,"Rep. Donald Payne Jr. [D, 2012-2022]",0.3333333333333333,0.6,0.42857142857142855,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5714285714285714,0.4,0.0,1.0,0.6666666666666666,0.25,0.0,0.6666666666666666,D, Donald Payne  ,Payne,Donald,"Rep. Donald Payne Jr. [D, 2012-2022]",Democrat,0.0,0.3333333333333333,0.6,1.0
16939161,D,Q324256,Ben_Ray_Luján,Ben Lujan,male,hispanic,,1972-06-07,,"35.66667,-105.96667",,4,True,True,True,True,Ben,Lujan,BenLujanD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960364,R,Q953554,Peter_T._King,Peter T. King,male,white,catholicism,1944-04-05,,"40.72833,-73.99417",,4,True,True,True,True,Peter,King,PeterKingR,,,,,,,,,,,400219.0,"Rep. Peter “Pete” King [R, 2013-2020]",0.8333333333333334,1.0,0.2857142857142857,0.75,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.7142857142857143,0.8,0.75,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,R, Peter “Pete” King ,King,Peter,"Rep. Peter “Pete” King [R, 2013-2020]",Republican,0.75,0.6666666666666666,0.8,0.5
30876298,D,Q1545391,Gregory_Meeks,Gregory W. Meeks,male,black,protestantism methodist,1953-09-25,,"40.79796,-73.94005",,4,True,True,True,True,Gregory,Meeks,GregoryMeeksD,,,,,,,,,,,400271.0,"Rep. Gregory Meeks [D, 2013-2022]",0.3333333333333333,0.6,0.2857142857142857,1.0,0.6666666666666666,0.3333333333333333,0.4444444444444444,1.0,0.5714285714285714,0.4,0.0,1.0,0.6666666666666666,0.5,0.3333333333333333,1.0,D, Gregory Meeks ,Meeks,Gregory,"Rep. Gregory Meeks [D, 2013-2022]",Democrat,0.5,0.6666666666666666,1.0,1.0
19309394,D,Q5591303,Grace_Meng,Grace Meng,female,asian,,1975-10-01,,"40.70417,-73.91778",,4,True,True,True,True,Grace,Meng,GraceMengD,D,500.0,0.0,0.0,0.0,D,500.0,0.0,0.0,0.0,412560.0,"Rep. Grace Meng [D, 2013-2022]",0.3333333333333333,0.8,0.14285714285714285,0.75,0.3333333333333333,0.3333333333333333,0.4444444444444444,1.0,0.5714285714285714,0.4,0.0,1.0,0.6666666666666666,0.25,0.0,1.0,D, Grace Meng ,Meng,Grace,"Rep. Grace Meng [D, 2013-2022]",Democrat,0.25,0.3333333333333333,0.8,1.0
948525,D,Q434890,Nydia_Velázquez,Nydia M. Velázquez,female,hispanic,catholicism,1953-03-28,,"18.05056,-65.87944",,4,True,True,True,True,Nydia,Velázquez,NydiaVelázquezD,,,,,,,,,,,400416.0,"Rep. Nydia Velázquez [D, 2013-2022]",0.16666666666666666,0.8,0.2857142857142857,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.7142857142857143,0.4,0.0,1.0,0.6666666666666666,0.25,0.0,0.6666666666666666,D, Nydia Velázquez ,Velázquez,Nydia,"Rep. Nydia Velázquez [D, 2013-2022]",Democrat,0.0,0.3333333333333333,0.6,1.0
7358729,D,Q5640425,Hakeem_Jeffries,Hakeem Jeffries,male,black,,1970-08-04,,"40.69278,-73.99028",,4,True,True,True,True,Hakeem,Jeffries,HakeemJeffriesD,D,2000.0,0.0,0.0,0.0,D,2000.0,0.0,0.0,0.0,412561.0,"Rep. Hakeem Jeffries [D, 2013-2022]",0.3333333333333333,0.8,0.2857142857142857,1.0,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.6666666666666666,0.5714285714285714,0.4,0.0,1.0,0.6666666666666666,0.25,0.0,0.6666666666666666,D, Hakeem Jeffries ,Jeffries,Hakeem,"Rep. Hakeem Jeffries [D, 2013-2022]",Democrat,0.0,0.3333333333333333,0.8,1.0
2045683,D,Q461679,Yvette_Clarke,Yvette D. Clarke,female,black,anglicanism,1964-11-21,,"40.67,-73.94",,4,True,True,True,True,Yvette,Clarke,YvetteClarkeD,,,,,,,,,,,412221.0,"Rep. Yvette Clarke [D, 2013-2022]",0.16666666666666666,0.8,0.2857142857142857,1.0,0.3333333333333333,0.3333333333333333,0.2222222222222222,1.0,0.5714285714285714,0.4,0.0,1.0,0.6666666666666666,0.25,0.0,1.0,D, Yvette Clarke ,Clarke,Yvette,"Rep. Yvette Clarke [D, 2013-2022]",Democrat,0.0,0.3333333333333333,0.6,1.0
960332,D,Q505598,Jerrold_Nadler,Jerrold Nadler,male,white,judaism,1947-06-13,,"40.69278,-73.99028",,4,True,True,True,True,Jerrold,Nadler,JerroldNadlerD,D,0.0,1000.0,2000.0,1000.0,D,0.0,1000.0,2000.0,1000.0,400289.0,"Rep. Jerrold Nadler [D, 2013-2022]",0.3333333333333333,0.8,0.2857142857142857,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.42857142857142855,0.4,0.0,1.0,0.6666666666666666,0.25,0.0,1.0,D, Jerrold Nadler ,Nadler,Jerrold,"Rep. Jerrold Nadler [D, 2013-2022]",Democrat,0.25,0.3333333333333333,0.8,1.0
964291,D,Q455833,Carolyn_Maloney,Carolyn B. Maloney,female,white,protestantism reformed,1946-02-19,,"36.08,-79.81944",,4,True,True,True,True,Carolyn,Maloney,CarolynMaloneyD,D,0.0,0.0,500.0,1334.0,D,0.0,0.0,500.0,1334.0,400251.0,"Rep. Carolyn Maloney [D, 2013-2022]",0.5,0.8,0.2857142857142857,1.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.7142857142857143,0.4,0.25,1.0,0.6666666666666666,0.25,0.3333333333333333,1.0,D, Carolyn Maloney ,Maloney,Carolyn,"Rep. Carolyn Maloney [D, 2013-2022]",Democrat,0.25,0.3333333333333333,0.6,1.0
945385,D,Q460267,José_E._Serrano,José E. Serrano,male,hispanic,catholicism,1943-10-24,,"18.20111,-67.13972",,4,True,True,True,True,José,Serrano,JoséSerranoD,,,,,,,,,,,400366.0,"Rep. José Serrano [D, 2013-2020]",0.3333333333333333,0.8,0.2857142857142857,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.7142857142857143,0.4,0.0,1.0,0.6666666666666666,0.25,0.0,1.0,D, José Serrano ,Serrano,José,"Rep. José Serrano [D, 2013-2020]",Democrat,0.0,0.3333333333333333,0.6,0.5
963053,D,Q1329618,Eliot_Engel,Eliot L. Engel,male,white,judaism,1947-02-18,,"40.67,-73.94",,4,True,True,True,True,Eliot,Engel,EliotEngelD,,,,,,,,,,,400122.0,"Rep. Eliot Engel [D, 2013-2020]",0.5,0.8,0.2857142857142857,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.7142857142857143,0.4,0.25,1.0,0.6666666666666666,0.25,0.3333333333333333,1.0,D, Eliot Engel ,Engel,Eliot,"Rep. Eliot Engel [D, 2013-2020]",Democrat,0.25,0.3333333333333333,0.4,1.0
963528,D,Q460652,Nita_Lowey,Nita M. Lowey,female,white,judaism,1937-07-05,,"40.67,-73.94",,4,True,True,True,True,Nita,Lowey,NitaLoweyD,D,5000.0,2600.0,10800.0,18100.0,D,5000.0,2600.0,10800.0,18100.0,400246.0,"Rep. Nita Lowey [D, 2013-2020]",0.5,0.8,0.2857142857142857,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.7142857142857143,0.4,0.0,1.0,0.6666666666666666,0.25,0.0,1.0,D, Nita Lowey ,Lowey,Nita,"Rep. Nita Lowey [D, 2013-2020]",Democrat,0.5,0.3333333333333333,0.8,1.0
3908693,D,Q2262244,Sean_Patrick_Maloney,Sean Patrick Maloney,male,white,,1966-07-30,,"45.4,-71.9",,4,True,True,True,True,Sean,Maloney,SeanMaloneyD,D,750.0,2000.0,21600.0,16500.0,D,750.0,2000.0,21600.0,16500.0,412562.0,"Rep. Sean Maloney [D, 2013-2022]",0.6666666666666666,0.8,0.42857142857142855,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.7142857142857143,0.6,0.0,1.0,0.6666666666666666,0.75,0.3333333333333333,1.0,D, Sean Maloney ,Maloney,Sean,"Rep. Sean Maloney [D, 2013-2022]",Democrat,0.75,0.3333333333333333,0.6,1.0
6984664,D,Q1373548,Paul_Tonko,Paul Tonko,male,white,,1949-06-18,,"42.9433,-74.1903",,4,True,True,True,True,Paul,Tonko,PaulTonkoD,D,0.0,0.0,0.0,50.0,D,0.0,0.0,0.0,50.0,412319.0,"Rep. Paul Tonko [D, 2013-2022]",0.3333333333333333,0.8,0.2857142857142857,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.5714285714285714,0.4,0.0,1.0,0.6666666666666666,0.25,0.0,1.0,D, Paul Tonko ,Tonko,Paul,"Rep. Paul Tonko [D, 2013-2022]",Democrat,0.25,0.3333333333333333,0.8,1.0
24090330,R,Q2440035,Tom_Reed_(politician),Tom Reed,male,white,,1971-11-18,,"41.5225,-88.14056",,4,True,True,True,True,Tom,Reed,TomReedR,,,,,,,,,,,412393.0,"Rep. Tom Reed [R, 2013-2022]",0.8333333333333334,1.0,0.8571428571428571,0.5,0.6666666666666666,0.6666666666666666,0.8888888888888888,0.3333333333333333,0.7142857142857143,0.8,1.0,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,R, Tom Reed ,Reed,Tom,"Rep. Tom Reed [R, 2013-2022]",Republican,0.75,0.6666666666666666,0.6,0.0
1184405,D,Q505581,Brian_Higgins,Brian Higgins,male,white,catholicism,1959-10-06,,"42.90472,-78.84944",,4,True,True,True,True,Brian,Higgins,BrianHigginsD,,,,,,,,,,,400641.0,"Rep. Brian Higgins [D, 2013-2022]",0.5,0.8,0.14285714285714285,1.0,0.3333333333333333,0.3333333333333333,0.4444444444444444,1.0,0.7142857142857143,0.4,0.0,1.0,0.3333333333333333,0.25,0.0,1.0,D, Brian Higgins ,Higgins,Brian,"Rep. Brian Higgins [D, 2013-2022]",Democrat,0.25,0.3333333333333333,0.8,1.0
14122304,R,Q5106218,Chris_Collins_(American_politician),Chris Collins,male,white,,1950-05-20,,"42.80417,-73.92917",,4,True,True,True,True,Chris,Collins,ChrisCollinsR,,,,,,,,,,,412563.0,"Rep. Chris Collins [R, 2013-2019]",0.8333333333333334,1.0,0.8571428571428571,,0.6666666666666666,0.6666666666666666,0.8888888888888888,0.3333333333333333,0.7142857142857143,0.8,1.0,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,R, Chris Collins ,Collins,Chris,"Rep. Chris Collins [R, 2013-2019]",Republican,0.75,0.6666666666666666,0.8,
14122304,R,Q5106218,Chris_Collins_(American_politician),Chris Collins,male,white,,1950-05-20,,"42.80417,-73.92917",,4,True,True,True,True,Chris,Collins,ChrisCollinsR,,,,,,,,,,,412563.0,"Rep. Chris Collins [R, 2013-2019]",0.8333333333333334,1.0,0.8571428571428571,,0.6666666666666666,0.6666666666666666,0.8888888888888888,0.3333333333333333,0.7142857142857143,0.8,1.0,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,R, Chris Collins ,Collins,Chris,"Rep. Chris Collins [R, 2013-2019]",,,,,
850143,D,Q983532,G._K._Butterfield,G. K. Butterfield,male,black,protestantism baptist,1947-04-27,,"35.73106,-77.92831",,4,True,True,True,True,G.,Butterfield,G.ButterfieldD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850160,R,Q512537,Walter_B._Jones_Jr.,Walter B. Jones,male,white,catholicism,1943-02-10,,"35.5942,-77.5872",,4,True,True,True,True,Walter,Jones,WalterJonesR,,,,,,,,,,,400209.0,"Rep. Walter Jones Jr. [R, 1995-2019]",0.5,0.2,0.2857142857142857,,0.3333333333333333,0.0,,,0.42857142857142855,0.0,0.0,1.0,0.3333333333333333,0.5,0.0,,R, Walter Jones  ,Jones,Walter,"Rep. Walter Jones Jr. [R, 1995-2019]",Republican,0.25,0.3333333333333333,0.6,
706615,D,Q984010,David_Price_(American_politician),David Price,male,white,protestantism baptist,1940-08-17,,"36.145,-82.41083",,4,True,True,True,True,David,Price,DavidPriceD,,,,,,,,,,,400326.0,"Rep. David Price [D, 1997-2022]",0.3333333333333333,0.8,0.2857142857142857,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.5714285714285714,0.4,0.0,1.0,0.6666666666666666,0.25,0.0,1.0,D, David Price ,Price,David,"Rep. David Price [D, 1997-2022]",Democrat,0.5,0.3333333333333333,0.8,1.0
451717,R,Q458453,Virginia_Foxx,Virginia Foxx,female,white,catholicism,1943-06-29,,"40.67,-73.94",,4,True,True,True,True,Virginia,Foxx,VirginiaFoxxR,,,,,,,,,,,400643.0,"Rep. Virginia Foxx [R, 2005-2022]",0.8333333333333334,0.6,0.7142857142857143,0.25,0.6666666666666666,0.6666666666666666,0.8888888888888888,0.3333333333333333,0.7142857142857143,0.8,1.0,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,R, Virginia Foxx ,Foxx,Virginia,"Rep. Virginia Foxx [R, 2005-2022]",Republican,0.75,0.6666666666666666,0.6,0.0
36893920,R,Q3956999,Richard_Hudson_(American_politician),Richard Hudson,male,white,,1971-11-04,,"36.67495,-76.9308",,4,True,True,True,True,Richard,Hudson,RichardHudsonR,,,,,,,,,,,412550.0,"Rep. Richard Hudson [R, 2013-2022]",0.8333333333333334,0.4,0.7142857142857143,0.5,0.6666666666666666,0.3333333333333333,0.8888888888888888,0.0,0.7142857142857143,0.6,1.0,1.0,0.6666666666666666,0.5,1.0,0.3333333333333333,R, Richard Hudson ,Hudson,Richard,"Rep. Richard Hudson [R, 2013-2022]",Republican,0.75,0.6666666666666666,0.8,0.0
451646,R,Q2057809,Patrick_McHenry,Patrick McHenry,male,white,catholicism,1975-10-22,,"35.25528,-81.18028",,4,True,True,True,True,Patrick,McHenry,PatrickMcHenryR,,,,,,,,,,,400644.0,"Rep. Patrick McHenry [R, 2005-2022]",0.8333333333333334,0.8,0.8571428571428571,0.75,0.6666666666666666,0.6666666666666666,0.8888888888888888,0.3333333333333333,0.7142857142857143,0.8,1.0,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,R, Patrick McHenry ,McHenry,Patrick,"Rep. Patrick McHenry [R, 2005-2022]",Republican,0.75,0.6666666666666666,0.8,0.0
36888036,R,Q3956796,Mark_Meadows_(North_Carolina_politician),Mark Meadows,male,white,,1959-07-28,,"49.15972,5.38278",,4,True,True,True,True,Mark,Meadows,MarkMeadowsR,,,,,,,,,,,412552.0,"Rep. Mark Meadows [R, 2013-2020]",0.8333333333333334,0.6,0.8571428571428571,,0.3333333333333333,0.3333333333333333,0.8888888888888888,0.0,0.7142857142857143,0.6,1.0,1.0,1.0,0.75,1.0,0.3333333333333333,R, Mark Meadows ,Meadows,Mark,"Rep. Mark Meadows [R, 2013-2020]",Republican,0.5,0.6666666666666666,0.2,
36888036,R,Q3956796,Mark_Meadows_(North_Carolina_politician),Mark Meadows,male,white,,1959-07-28,,"49.15972,5.38278",,4,True,True,True,True,Mark,Meadows,MarkMeadowsR,,,,,,,,,,,412552.0,"Rep. Mark Meadows [R, 2013-2020]",0.8333333333333334,0.6,0.8571428571428571,,0.3333333333333333,0.3333333333333333,0.8888888888888888,0.0,0.7142857142857143,0.6,1.0,1.0,1.0,0.75,1.0,0.3333333333333333,R, Mark Meadows ,Meadows,Mark,"Rep. Mark Meadows [R, 2013-2020]",,,,,
451590,D,Q4733597,Alma_Adams,Alma Adams,female,black,,1946-05-27,,"35.97056,-79.9975",,4,True,True,True,True,Alma,Adams,AlmaAdamsD,,,,,,,,,,,412607.0,"Rep. Alma Adams [D, 2014-2022]",,0.8,0.2857142857142857,1.0,,0.3333333333333333,0.3333333333333333,1.0,,0.4,0.0,1.0,,0.25,0.0,1.0,D, Alma Adams ,Adams,Alma,"Rep. Alma Adams [D, 2014-2022]",Democrat,,0.3333333333333333,0.8,1.0
33542651,R,Q3956828,George_Holding,George Holding,male,white,,1968-04-17,,"35.81889,-78.64472",,4,True,True,True,True,George,Holding,GeorgeHoldingR,,,,,,,,,,,412553.0,"Rep. George Holding [R, 2013-2016]",0.8333333333333334,0.4,,,0.6666666666666666,0.3333333333333333,,,0.7142857142857143,0.6,,1.0,0.6666666666666666,0.75,,,R, George Holding ,Holding,George,"Rep. George Holding [R, 2013-2016]",Republican,0.75,0.6666666666666666,,
33542651,R,Q3956828,George_Holding,George Holding,male,white,,1968-04-17,,"35.81889,-78.64472",,4,True,True,True,True,George,Holding,GeorgeHoldingR,,,,,,,,,,,412553.0,"Rep. George Holding [R, 2013-2016]",0.8333333333333334,0.4,,,0.6666666666666666,0.3333333333333333,,,0.7142857142857143,0.6,,1.0,0.6666666666666666,0.75,,,R, George Holding ,Holding,George,"Rep. George Holding [R, 2017-2020]",Republican,,,0.4,0.0
33542651,R,Q3956828,George_Holding,George Holding,male,white,,1968-04-17,,"35.81889,-78.64472",,4,True,True,True,True,George,Holding,GeorgeHoldingR,,,,,,,,,,,412553.0,"Rep. George Holding [R, 2017-2020]",,,0.8571428571428571,0.75,,,0.8888888888888888,0.3333333333333333,,,1.0,1.0,,,1.0,0.3333333333333333,R, George Holding ,Holding,George,"Rep. George Holding [R, 2013-2016]",Republican,0.75,0.6666666666666666,,
33542651,R,Q3956828,George_Holding,George Holding,male,white,,1968-04-17,,"35.81889,-78.64472",,4,True,True,True,True,George,Holding,GeorgeHoldingR,,,,,,,,,,,412553.0,"Rep. George Holding [R, 2017-2020]",,,0.8571428571428571,0.75,,,0.8888888888888888,0.3333333333333333,,,1.0,1.0,,,1.0,0.3333333333333333,R, George Holding ,Holding,George,"Rep. George Holding [R, 2017-2020]",Republican,,,0.4,0.0
703451,R,Q506694,Steve_Chabot,Steve Chabot,male,white,catholicism,1953-01-22,,"39.13333,-84.5",,4,True,True,True,True,Steve,Chabot,SteveChabotR,,,,,,,,,,,400071.0,"Rep. Steve Chabot [R, 2011-2022]",0.8333333333333334,0.8,0.8571428571428571,0.5,0.6666666666666666,0.6666666666666666,0.8888888888888888,0.3333333333333333,0.7142857142857143,0.8,1.0,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,R, Steve Chabot ,Chabot,Steve,"Rep. Steve Chabot [R, 2011-2022]",Republican,0.75,0.6666666666666666,0.6,0.0
34991505,R,Q892413,Brad_Wenstrup,Brad Wenstrup,male,white,,1958-06-17,,"39.13333,-84.5",,4,True,True,True,True,Brad,Wenstrup,BradWenstrupR,,,,,,,,,,,412564.0,"Rep. Brad Wenstrup [R, 2013-2022]",0.8333333333333334,0.6,0.7142857142857143,0.5,0.6666666666666666,0.6666666666666666,0.8888888888888888,0.3333333333333333,0.7142857142857143,0.8,1.0,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,R, Brad Wenstrup ,Wenstrup,Brad,"Rep. Brad Wenstrup [R, 2013-2022]",Republican,0.75,0.6666666666666666,0.8,0.0
881669,D,Q976417,Joyce_Beatty,Joyce Beatty,female,black,,1950-03-12,,"39.76667,-84.2",,4,True,True,True,True,Joyce,Beatty,JoyceBeattyD,,,,,,,,,,,412565.0,"Rep. Joyce Beatty [D, 2013-2022]",0.5,0.8,0.14285714285714285,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.5714285714285714,0.4,0.0,1.0,0.6666666666666666,0.25,0.0,1.0,D, Joyce Beatty ,Beatty,Joyce,"Rep. Joyce Beatty [D, 2013-2022]",Democrat,0.25,0.3333333333333333,0.8,1.0
