,person,Year,party_short,donations_dollars,partyline_percent,donations_dollars_lag,data_use,MODELING_GROUP,democrat,Donation_Change
649,326,2014-01-01,R,0.0,0.6666666666666666,0.0,0.4413,TRAINING,0,0.0
650,326,2016-01-01,R,0.0,0.8,0.0,0.4413,TRAINING,0,0.0
651,326,2018-01-01,R,0.0,0.0,,0.4413,TRAINING,0,0.0
654,327,2012-01-01,R,0.0,0.75,0.0,0.3748,TRAINING,0,0.0
655,327,2014-01-01,R,0.0,0.6666666666666666,500.0,0.3748,TRAINING,0,500.0
652,327,2016-01-01,R,500.0,0.8,0.0,0.3748,TRAINING,0,-500.0
653,327,2018-01-01,R,0.0,0.0,,0.3748,TRAINING,0,0.0
656,329,2012-01-01,R,0.0,0.75,0.0,0.0663,TRAINING,0,0.0
657,329,2014-01-01,R,0.0,0.6666666666666666,0.0,0.0663,TRAINING,0,0.0
658,329,2016-01-01,R,0.0,0.6,2000.0,0.0663,TRAINING,0,2000.0
659,329,2018-01-01,R,2000.0,0.0,,0.0663,TRAINING,0,0.0
660,330,2012-01-01,R,0.0,0.75,0.0,0.1998,TRAINING,0,0.0
661,330,2014-01-01,R,0.0,1.0,0.0,0.1998,TRAINING,0,0.0
662,330,2016-01-01,R,0.0,0.6,0.0,0.1998,TRAINING,0,0.0
663,330,2018-01-01,R,0.0,0.0,,0.1998,TRAINING,0,0.0
665,331,2012-01-01,R,0.0,0.5,0.0,0.7994,TESTING,0,0.0
666,331,2014-01-01,R,0.0,0.3333333333333333,0.0,0.7994,TESTING,0,0.0
667,331,2016-01-01,R,0.0,0.6,0.0,0.7994,TESTING,0,0.0
664,331,2018-01-01,R,0.0,0.0,,0.7994,TESTING,0,0.0
670,332,2012-01-01,R,0.0,0.25,0.0,0.1495,TRAINING,0,0.0
671,332,2014-01-01,R,0.0,0.3333333333333333,0.0,0.1495,TRAINING,0,0.0
669,332,2016-01-01,R,0.0,0.4,0.0,0.1495,TRAINING,0,0.0
668,332,2018-01-01,R,0.0,0.0,,0.1495,TRAINING,0,0.0
672,333,2012-01-01,R,0.0,0.5,0.0,0.3304,TRAINING,0,0.0
673,333,2014-01-01,R,0.0,0.6666666666666666,0.0,0.3304,TRAINING,0,0.0
674,333,2016-01-01,R,0.0,0.4,0.0,0.3304,TRAINING,0,0.0
675,333,2018-01-01,R,0.0,0.0,,0.3304,TRAINING,0,0.0
676,336,2012-01-01,R,1000.0,0.75,0.0,0.3763,TRAINING,0,-1000.0
677,336,2014-01-01,R,0.0,0.6666666666666666,0.0,0.3763,TRAINING,0,0.0
678,336,2016-01-01,R,0.0,0.8,0.0,0.3763,TRAINING,0,0.0
679,336,2018-01-01,R,0.0,0.0,,0.3763,TRAINING,0,0.0
680,338,2012-01-01,R,0.0,0.75,0.0,0.5232,TRAINING,0,0.0
681,338,2014-01-01,R,0.0,0.6666666666666666,0.0,0.5232,TRAINING,0,0.0
682,338,2016-01-01,R,0.0,0.8,0.0,0.5232,TRAINING,0,0.0
683,338,2018-01-01,R,0.0,0.0,,0.5232,TRAINING,0,0.0
686,342,2012-01-01,R,12000.0,0.5,11250.0,0.1853,TRAINING,0,-750.0
687,342,2014-01-01,R,11250.0,0.6666666666666666,2000.0,0.1853,TRAINING,0,-9250.0
685,342,2016-01-01,R,2000.0,0.0,1000.0,0.1853,TRAINING,0,-1000.0
684,342,2018-01-01,R,1000.0,0.0,,0.1853,TRAINING,0,0.0
688,344,2012-01-01,R,0.0,0.75,0.0,0.6585,TESTING,0,0.0
689,344,2014-01-01,R,0.0,0.6666666666666666,0.0,0.6585,TESTING,0,0.0
690,344,2016-01-01,R,0.0,0.8,0.0,0.6585,TESTING,0,0.0
691,344,2018-01-01,R,0.0,0.0,,0.6585,TESTING,0,0.0
693,345,2012-01-01,R,0.0,0.5,0.0,0.1291,TRAINING,0,0.0
694,345,2014-01-01,R,0.0,0.6666666666666666,0.0,0.1291,TRAINING,0,0.0
695,345,2016-01-01,R,0.0,0.8,0.0,0.1291,TRAINING,0,0.0
692,345,2018-01-01,R,0.0,0.0,,0.1291,TRAINING,0,0.0
698,347,2012-01-01,R,1000.0,0.75,1000.0,0.3581,TRAINING,0,0.0
699,347,2014-01-01,R,1000.0,0.6666666666666666,0.0,0.3581,TRAINING,0,-1000.0
697,347,2016-01-01,R,0.0,0.8,0.0,0.3581,TRAINING,0,0.0
696,347,2018-01-01,R,0.0,0.0,,0.3581,TRAINING,0,0.0
700,350,2012-01-01,R,0.0,0.75,0.0,0.7554,TESTING,0,0.0
701,350,2014-01-01,R,0.0,0.6666666666666666,0.0,0.7554,TESTING,0,0.0
702,350,2016-01-01,R,0.0,0.8,0.0,0.7554,TESTING,0,0.0
703,350,2018-01-01,R,0.0,0.0,,0.7554,TESTING,0,0.0
704,357,2012-01-01,R,0.0,0.75,0.0,0.728,TESTING,0,0.0
705,357,2014-01-01,R,0.0,0.6666666666666666,0.0,0.728,TESTING,0,0.0
706,357,2016-01-01,R,0.0,0.8,0.0,0.728,TESTING,0,0.0
707,357,2018-01-01,R,0.0,0.0,,0.728,TESTING,0,0.0
711,358,2012-01-01,R,0.0,0.25,0.0,0.1636,TRAINING,0,0.0
710,358,2014-01-01,R,0.0,0.3333333333333333,0.0,0.1636,TRAINING,0,0.0
709,358,2016-01-01,R,0.0,0.2,0.0,0.1636,TRAINING,0,0.0
708,358,2018-01-01,R,0.0,0.0,,0.1636,TRAINING,0,0.0
712,360,2012-01-01,R,0.0,0.5,0.0,0.3696,TRAINING,0,0.0
713,360,2014-01-01,R,0.0,0.6666666666666666,0.0,0.3696,TRAINING,0,0.0
714,360,2016-01-01,R,0.0,0.6,0.0,0.3696,TRAINING,0,0.0
715,360,2018-01-01,R,0.0,0.0,,0.3696,TRAINING,0,0.0
716,361,2012-01-01,R,0.0,0.5,0.0,0.0698,TRAINING,0,0.0
717,361,2014-01-01,R,0.0,0.6666666666666666,0.0,0.0698,TRAINING,0,0.0
718,361,2016-01-01,R,0.0,0.6,0.0,0.0698,TRAINING,0,0.0
719,361,2018-01-01,R,0.0,0.0,,0.0698,TRAINING,0,0.0
722,369,2012-01-01,R,0.0,0.75,500.0,0.4737,TRAINING,0,500.0
723,369,2014-01-01,R,500.0,0.6666666666666666,2000.0,0.4737,TRAINING,0,1500.0
720,369,2016-01-01,R,2000.0,0.8,2000.0,0.4737,TRAINING,0,0.0
721,369,2018-01-01,R,2000.0,0.0,,0.4737,TRAINING,0,0.0
727,370,2012-01-01,R,0.0,0.75,0.0,0.0854,TRAINING,0,0.0
726,370,2014-01-01,R,0.0,0.6666666666666666,0.0,0.0854,TRAINING,0,0.0
725,370,2016-01-01,R,0.0,0.8,0.0,0.0854,TRAINING,0,0.0
724,370,2018-01-01,R,0.0,0.5,,0.0854,TRAINING,0,0.0
728,372,2012-01-01,R,0.0,0.75,0.0,0.8164,TESTING,0,0.0
729,372,2014-01-01,R,0.0,0.6666666666666666,0.0,0.8164,TESTING,0,0.0
730,372,2016-01-01,R,0.0,0.8,0.0,0.8164,TESTING,0,0.0
731,372,2018-01-01,R,0.0,0.0,,0.8164,TESTING,0,0.0
732,374,2012-01-01,R,0.0,0.75,500.0,0.5855,TESTING,0,500.0
733,374,2014-01-01,R,500.0,0.6666666666666666,0.0,0.5855,TESTING,0,-500.0
734,374,2016-01-01,R,0.0,0.6,2000.0,0.5855,TESTING,0,2000.0
735,374,2018-01-01,R,2000.0,0.0,,0.5855,TESTING,0,0.0
738,376,2012-01-01,R,3000.0,0.75,1000.0,0.7392,TESTING,0,-2000.0
739,376,2014-01-01,R,1000.0,0.6666666666666666,1750.0,0.7392,TESTING,0,750.0
736,376,2016-01-01,R,1750.0,0.8,1500.0,0.7392,TESTING,0,-250.0
737,376,2018-01-01,R,1500.0,0.0,,0.7392,TESTING,0,0.0
740,378,2012-01-01,R,0.0,0.5,0.0,0.6528,TESTING,0,0.0
741,378,2014-01-01,R,0.0,0.6666666666666666,0.0,0.6528,TESTING,0,0.0
742,378,2016-01-01,R,0.0,0.4,0.0,0.6528,TESTING,0,0.0
743,378,2018-01-01,R,0.0,0.0,,0.6528,TESTING,0,0.0
744,383,2012-01-01,R,0.0,0.5,0.0,0.5249,TRAINING,0,0.0
745,383,2014-01-01,R,0.0,0.6666666666666666,0.0,0.5249,TRAINING,0,0.0
746,383,2016-01-01,R,0.0,0.6,0.0,0.5249,TRAINING,0,0.0
747,383,2018-01-01,R,0.0,0.0,,0.5249,TRAINING,0,0.0
748,386,2012-01-01,R,0.0,0.5,0.0,0.5172,TRAINING,0,0.0
749,386,2014-01-01,R,0.0,0.6666666666666666,0.0,0.5172,TRAINING,0,0.0
750,386,2016-01-01,R,0.0,0.8,1000.0,0.5172,TRAINING,0,1000.0
751,386,2018-01-01,R,1000.0,0.0,,0.5172,TRAINING,0,0.0
755,390,2012-01-01,R,500.0,0.5,0.0,0.1707,TRAINING,0,-500.0
754,390,2014-01-01,R,0.0,0.6666666666666666,0.0,0.1707,TRAINING,0,0.0
753,390,2016-01-01,R,0.0,0.6,0.0,0.1707,TRAINING,0,0.0
752,390,2018-01-01,R,0.0,0.0,,0.1707,TRAINING,0,0.0
756,391,2012-01-01,R,0.0,0.75,0.0,0.5791,TESTING,0,0.0
757,391,2014-01-01,R,0.0,0.6666666666666666,0.0,0.5791,TESTING,0,0.0
758,391,2016-01-01,R,0.0,0.8,0.0,0.5791,TESTING,0,0.0
759,391,2018-01-01,R,0.0,0.0,,0.5791,TESTING,0,0.0
760,392,2012-01-01,R,0.0,0.5,0.0,0.9925,TESTING,0,0.0
761,392,2014-01-01,R,0.0,0.6666666666666666,0.0,0.9925,TESTING,0,0.0
762,392,2016-01-01,R,0.0,0.8,0.0,0.9925,TESTING,0,0.0
763,392,2018-01-01,R,0.0,0.0,,0.9925,TESTING,0,0.0
766,393,2012-01-01,R,0.0,0.75,0.0,0.5535,TESTING,0,0.0
767,393,2014-01-01,R,0.0,0.3333333333333333,0.0,0.5535,TESTING,0,0.0
764,393,2016-01-01,R,0.0,0.6,0.0,0.5535,TESTING,0,0.0
765,393,2018-01-01,R,0.0,0.0,,0.5535,TESTING,0,0.0
768,395,2012-01-01,R,2000.0,0.5,0.0,0.4931,TRAINING,0,-2000.0
769,395,2014-01-01,R,0.0,0.6666666666666666,0.0,0.4931,TRAINING,0,0.0
770,395,2016-01-01,R,0.0,0.6,0.0,0.4931,TRAINING,0,0.0
771,395,2018-01-01,R,0.0,0.0,,0.4931,TRAINING,0,0.0
772,396,2012-01-01,R,0.0,0.25,0.0,0.35100000000000003,TRAINING,0,0.0
773,396,2014-01-01,R,0.0,0.3333333333333333,0.0,0.35100000000000003,TRAINING,0,0.0
774,396,2016-01-01,R,0.0,0.0,0.0,0.35100000000000003,TRAINING,0,0.0
775,396,2018-01-01,R,0.0,0.0,,0.35100000000000003,TRAINING,0,0.0
777,398,2012-01-01,R,0.0,0.5,0.0,0.0202,TRAINING,0,0.0
778,398,2014-01-01,R,0.0,0.6666666666666666,0.0,0.0202,TRAINING,0,0.0
779,398,2016-01-01,R,0.0,0.6,0.0,0.0202,TRAINING,0,0.0
776,398,2018-01-01,R,0.0,0.0,,0.0202,TRAINING,0,0.0
782,399,2012-01-01,R,0.0,0.75,0.0,0.4218,TRAINING,0,0.0
783,399,2014-01-01,R,0.0,1.0,0.0,0.4218,TRAINING,0,0.0
781,399,2016-01-01,R,0.0,0.8,0.0,0.4218,TRAINING,0,0.0
780,399,2018-01-01,R,0.0,0.0,,0.4218,TRAINING,0,0.0
784,401,2012-01-01,R,0.0,0.75,0.0,0.8958,TESTING,0,0.0
785,401,2014-01-01,R,0.0,0.6666666666666666,0.0,0.8958,TESTING,0,0.0
786,401,2016-01-01,R,0.0,0.4,0.0,0.8958,TESTING,0,0.0
787,401,2018-01-01,R,0.0,0.0,,0.8958,TESTING,0,0.0
788,403,2012-01-01,R,0.0,0.75,2250.0,0.4389,TRAINING,0,2250.0
789,403,2014-01-01,R,2250.0,0.6666666666666666,1000.0,0.4389,TRAINING,0,-1250.0
790,403,2016-01-01,R,1000.0,0.8,2500.0,0.4389,TRAINING,0,1500.0
791,403,2018-01-01,R,2500.0,0.0,,0.4389,TRAINING,0,0.0
792,404,2012-01-01,R,0.0,0.75,0.0,0.2327,TRAINING,0,0.0
793,404,2014-01-01,R,0.0,0.6666666666666666,0.0,0.2327,TRAINING,0,0.0
794,404,2016-01-01,R,0.0,0.8,0.0,0.2327,TRAINING,0,0.0
795,404,2018-01-01,R,0.0,0.0,,0.2327,TRAINING,0,0.0
798,405,2012-01-01,R,0.0,0.75,0.0,0.8004,TESTING,0,0.0
799,405,2014-01-01,R,0.0,0.6666666666666666,0.0,0.8004,TESTING,0,0.0
797,405,2016-01-01,R,0.0,0.8,0.0,0.8004,TESTING,0,0.0
796,405,2018-01-01,R,0.0,0.0,,0.8004,TESTING,0,0.0
800,406,2012-01-01,R,0.0,0.75,0.0,0.2931,TRAINING,0,0.0
801,406,2014-01-01,R,0.0,0.6666666666666666,2000.0,0.2931,TRAINING,0,2000.0
802,406,2016-01-01,R,2000.0,0.8,1000.0,0.2931,TRAINING,0,-1000.0
803,406,2018-01-01,R,1000.0,0.0,,0.2931,TRAINING,0,0.0
805,410,2012-01-01,R,0.0,0.75,0.0,0.7777,TESTING,0,0.0
806,410,2014-01-01,R,0.0,0.6666666666666666,2500.0,0.7777,TESTING,0,2500.0
807,410,2016-01-01,R,2500.0,0.8,0.0,0.7777,TESTING,0,-2500.0
804,410,2018-01-01,R,0.0,0.0,,0.7777,TESTING,0,0.0
811,412,2012-01-01,R,2000.0,0.75,0.0,0.0197,TRAINING,0,-2000.0
810,412,2014-01-01,R,0.0,0.6666666666666666,1000.0,0.0197,TRAINING,0,1000.0
809,412,2016-01-01,R,1000.0,0.8,0.0,0.0197,TRAINING,0,-1000.0
808,412,2018-01-01,R,0.0,0.0,,0.0197,TRAINING,0,0.0
812,414,2012-01-01,R,0.0,0.5,0.0,0.7125,TESTING,0,0.0
813,414,2014-01-01,R,0.0,0.6666666666666666,0.0,0.7125,TESTING,0,0.0
814,414,2016-01-01,R,0.0,0.2,0.0,0.7125,TESTING,0,0.0
815,414,2018-01-01,R,0.0,0.0,,0.7125,TESTING,0,0.0
816,415,2012-01-01,R,0.0,0.75,2500.0,0.193,TRAINING,0,2500.0
817,415,2014-01-01,R,2500.0,0.6666666666666666,1000.0,0.193,TRAINING,0,-1500.0
818,415,2016-01-01,R,1000.0,0.0,0.0,0.193,TRAINING,0,-1000.0
819,415,2018-01-01,R,0.0,0.0,,0.193,TRAINING,0,0.0
822,417,2012-01-01,R,0.0,0.75,0.0,0.6287,TESTING,0,0.0
823,417,2014-01-01,R,0.0,0.6666666666666666,0.0,0.6287,TESTING,0,0.0
820,417,2016-01-01,R,0.0,0.8,0.0,0.6287,TESTING,0,0.0
821,417,2018-01-01,R,0.0,0.0,,0.6287,TESTING,0,0.0
824,418,2012-01-01,R,0.0,0.75,0.0,0.88,TESTING,0,0.0
825,418,2014-01-01,R,0.0,0.6666666666666666,0.0,0.88,TESTING,0,0.0
826,418,2016-01-01,R,0.0,0.8,0.0,0.88,TESTING,0,0.0
827,418,2018-01-01,R,0.0,0.0,,0.88,TESTING,0,0.0
828,419,2012-01-01,R,0.0,0.75,0.0,0.9339,TESTING,0,0.0
829,419,2014-01-01,R,0.0,0.6666666666666666,0.0,0.9339,TESTING,0,0.0
830,419,2016-01-01,R,0.0,0.8,0.0,0.9339,TESTING,0,0.0
831,419,2018-01-01,R,0.0,0.0,,0.9339,TESTING,0,0.0
833,421,2012-01-01,R,0.0,0.75,0.0,0.4282,TRAINING,0,0.0
834,421,2014-01-01,R,0.0,0.6666666666666666,0.0,0.4282,TRAINING,0,0.0
835,421,2016-01-01,R,0.0,0.6,0.0,0.4282,TRAINING,0,0.0
832,421,2018-01-01,R,0.0,0.0,,0.4282,TRAINING,0,0.0
838,422,2012-01-01,R,0.0,0.5,0.0,0.2511,TRAINING,0,0.0
839,422,2014-01-01,R,0.0,0.6666666666666666,0.0,0.2511,TRAINING,0,0.0
837,422,2016-01-01,R,0.0,0.4,0.0,0.2511,TRAINING,0,0.0
836,422,2018-01-01,R,0.0,0.0,,0.2511,TRAINING,0,0.0
840,424,2012-01-01,R,0.0,0.5,0.0,0.9986,TESTING,0,0.0
841,424,2014-01-01,R,0.0,0.6666666666666666,0.0,0.9986,TESTING,0,0.0
842,424,2016-01-01,R,0.0,0.6,0.0,0.9986,TESTING,0,0.0
843,424,2018-01-01,R,0.0,0.0,,0.9986,TESTING,0,0.0
844,426,2012-01-01,R,0.0,0.5,0.0,0.0659,TRAINING,0,0.0
845,426,2014-01-01,R,0.0,0.6666666666666666,0.0,0.0659,TRAINING,0,0.0
846,426,2016-01-01,R,0.0,0.6,0.0,0.0659,TRAINING,0,0.0
847,426,2018-01-01,R,0.0,0.0,,0.0659,TRAINING,0,0.0
850,427,2012-01-01,R,0.0,0.75,0.0,0.2811,TRAINING,0,0.0
851,427,2014-01-01,R,0.0,0.6666666666666666,0.0,0.2811,TRAINING,0,0.0
848,427,2016-01-01,R,0.0,0.4,0.0,0.2811,TRAINING,0,0.0
849,427,2018-01-01,R,0.0,0.0,,0.2811,TRAINING,0,0.0
855,428,2012-01-01,R,0.0,0.75,1000.0,0.7098,TESTING,0,1000.0
852,428,2014-01-01,R,1000.0,0.6666666666666666,1500.0,0.7098,TESTING,0,500.0
853,428,2016-01-01,R,1500.0,0.6,1500.0,0.7098,TESTING,0,0.0
854,428,2018-01-01,R,1500.0,0.0,,0.7098,TESTING,0,0.0
856,430,2012-01-01,R,0.0,0.75,0.0,0.6546,TESTING,0,0.0
857,430,2014-01-01,R,0.0,0.6666666666666666,0.0,0.6546,TESTING,0,0.0
858,430,2016-01-01,R,0.0,0.8,0.0,0.6546,TESTING,0,0.0
859,430,2018-01-01,R,0.0,0.0,,0.6546,TESTING,0,0.0
861,432,2012-01-01,D,0.0,0.0,0.0,0.9561,TESTING,1,0.0
862,432,2014-01-01,D,0.0,0.3333333333333333,0.0,0.9561,TESTING,1,0.0
863,432,2016-01-01,D,0.0,0.6,0.0,0.9561,TESTING,1,0.0
860,432,2018-01-01,D,0.0,1.0,,0.9561,TESTING,1,0.0
866,433,2012-01-01,D,0.0,0.0,0.0,0.1986,TRAINING,1,0.0
867,433,2014-01-01,D,0.0,0.3333333333333333,0.0,0.1986,TRAINING,1,0.0
865,433,2016-01-01,D,0.0,0.8,0.0,0.1986,TRAINING,1,0.0
864,433,2018-01-01,D,0.0,1.0,,0.1986,TRAINING,1,0.0
868,505,2012-01-01,D,0.0,0.0,0.0,0.8338,TESTING,1,0.0
869,505,2014-01-01,D,0.0,0.0,0.0,0.8338,TESTING,1,0.0
870,505,2016-01-01,D,0.0,0.8,0.0,0.8338,TESTING,1,0.0
871,505,2018-01-01,D,0.0,1.0,,0.8338,TESTING,1,0.0
872,536,2012-01-01,R,12000.0,0.0,11250.0,0.2911,TRAINING,0,-750.0
873,536,2014-01-01,R,11250.0,0.0,2000.0,0.2911,TRAINING,0,-9250.0
874,536,2016-01-01,R,2000.0,0.6,1000.0,0.2911,TRAINING,0,-1000.0
875,536,2018-01-01,R,1000.0,0.0,,0.2911,TRAINING,0,0.0
876,540,2012-01-01,R,0.0,0.0,2500.0,0.1734,TRAINING,0,2500.0
877,540,2014-01-01,R,2500.0,0.0,1000.0,0.1734,TRAINING,0,-1500.0
878,540,2016-01-01,R,1000.0,0.4,0.0,0.1734,TRAINING,0,-1000.0
879,540,2018-01-01,R,0.0,0.0,,0.1734,TRAINING,0,0.0
882,588,2012-01-01,D,0.0,0.0,0.0,0.1843,TRAINING,1,0.0
883,588,2014-01-01,D,0.0,0.0,0.0,0.1843,TRAINING,1,0.0
881,588,2016-01-01,D,0.0,0.0,0.0,0.1843,TRAINING,1,0.0
880,588,2018-01-01,D,0.0,1.0,,0.1843,TRAINING,1,0.0
884,654,2012-01-01,R,0.0,0.0,0.0,0.868,TESTING,0,0.0
885,654,2014-01-01,R,0.0,0.0,0.0,0.868,TESTING,0,0.0
886,654,2016-01-01,R,0.0,0.0,0.0,0.868,TESTING,0,0.0
887,654,2018-01-01,R,0.0,0.0,,0.868,TESTING,0,0.0
888,656,2012-01-01,R,0.0,0.0,500.0,0.2976,TRAINING,0,500.0
889,656,2014-01-01,R,500.0,0.0,0.0,0.2976,TRAINING,0,-500.0
890,656,2016-01-01,R,0.0,0.0,2000.0,0.2976,TRAINING,0,2000.0
891,656,2018-01-01,R,2000.0,0.0,,0.2976,TRAINING,0,0.0
893,660,2012-01-01,R,0.0,0.0,0.0,0.1959,TRAINING,0,0.0
894,660,2014-01-01,R,0.0,0.0,0.0,0.1959,TRAINING,0,0.0
892,660,2016-01-01,R,0.0,0.0,0.0,0.1959,TRAINING,0,0.0
895,660,2018-01-01,R,0.0,0.0,,0.1959,TRAINING,0,0.0
