person,VoteAlongRatio_Film,VoteAlongRatio_FS_IIR,VoteAlongRatio_FS_FSS,VoteAlongRatio_FS_CM,VoteAlongRatio_FS_REB,sex_0,sex_female,sex_male,Year_2012,Year_2014,Year_2016,Year_2018,ethnicity_0,ethnicity_asian,ethnicity_black,ethnicity_hispanic,ethnicity_islander,ethnicity_native,ethnicity_white,party_short_D,party_short_N,party_short_R,MODELING_GROUP,Disney_Donations_Diff,Bloomberg_Donations_Diff,Citadel_Donations_Diff
552,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,TRAINING,,,0.0
552,0.6,0.2857142857142857,0.3333333333333333,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,TRAINING,,,0.0
552,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,TRAINING,,,
553,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,TRAINING,,,0.0
553,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,TRAINING,,,0.0
553,0.8,0.2857142857142857,0.4444444444444444,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,TRAINING,,,0.0
553,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,TRAINING,,,
554,0.6,0.2857142857142857,0.3333333333333333,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,TESTING,,,0.0
554,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,TESTING,,,
554,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,TESTING,,,0.0
554,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,TESTING,,,0.0
555,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,TRAINING,,,0.0
555,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,TRAINING,,,0.0
555,0.6,0.5714285714285714,0.7777777777777778,0.0,0.3333333333333333,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,TRAINING,,,0.0
555,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,TRAINING,,,
556,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,TRAINING,,,
556,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,TRAINING,,,0.0
556,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,TRAINING,,,0.0
556,0.8,0.42857142857142855,0.6666666666666666,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,TRAINING,,,0.0
557,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,TRAINING,,,0.0
557,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,TRAINING,,,0.0
557,0.8,0.42857142857142855,0.6666666666666666,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,TRAINING,,,0.0
557,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,TRAINING,,,
558,0.6,0.42857142857142855,0.7777777777777778,0.0,0.3333333333333333,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,TESTING,,,0.0
558,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,TESTING,,,
558,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,TESTING,,,0.0
558,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,TESTING,,,0.0
559,0.6,0.2857142857142857,0.4444444444444444,0.0,0.3333333333333333,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,TESTING,,,0.0
559,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,TESTING,,,
559,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,TESTING,,,0.0
559,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,TESTING,,,0.0
560,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,TRAINING,,,
560,0.8,0.2857142857142857,0.4444444444444444,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,TRAINING,,,0.0
560,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,TRAINING,,,0.0
560,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,TRAINING,,,0.0
561,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,TESTING,,,0.0
561,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,TESTING,,,0.0
561,0.8,0.2857142857142857,0.5555555555555556,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,TESTING,,,0.0
561,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,TESTING,,,
562,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,TRAINING,,,0.0
562,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,TRAINING,,,0.0
562,0.8,0.2857142857142857,0.4444444444444444,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,TRAINING,,,0.0
562,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,TRAINING,,,
563,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,TESTING,,,
563,0.8,0.2857142857142857,0.5555555555555556,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,TESTING,,,0.0
563,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,TESTING,,,0.0
563,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,TESTING,,,0.0
564,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,TESTING,,,0.0
564,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,TESTING,,,0.0
564,0.6,0.14285714285714285,0.3333333333333333,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,TESTING,,,0.0
564,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,TESTING,,,
565,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,TESTING,,,
565,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,TESTING,,,0.0
565,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,TESTING,,,0.0
565,0.8,0.42857142857142855,0.7777777777777778,0.25,0.3333333333333333,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,TESTING,,,0.0
566,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,TRAINING,,,
566,0.8,0.42857142857142855,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,TRAINING,,,0.0
566,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,TRAINING,,,0.0
566,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,TRAINING,,,0.0
567,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,TESTING,,,0.0
567,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,TESTING,,,0.0
567,0.6,0.2857142857142857,0.0,0.0,0.3333333333333333,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,TESTING,,,0.0
567,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,TESTING,,,
568,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,TESTING,,,0.0
568,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,TESTING,,,0.0
568,0.6,0.2857142857142857,0.7777777777777778,0.25,0.3333333333333333,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,TESTING,,,0.0
568,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,TESTING,,,
569,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,TESTING,,,0.0
569,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,TESTING,,,
569,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,TESTING,,,0.0
569,0.6,0.2857142857142857,0.3333333333333333,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,TESTING,,,0.0
570,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,TESTING,,,0.0
570,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,TESTING,,,0.0
570,0.6,0.2857142857142857,0.6666666666666666,0.0,0.3333333333333333,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,TESTING,,,0.0
570,0.5,0.5,1.0,1.0,1.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,TESTING,,,
571,0.8,0.14285714285714285,0.5555555555555556,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,TRAINING,,,0.0
571,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,TRAINING,,,0.0
571,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,TRAINING,,,0.0
571,1.0,0.75,1.0,1.0,0.6666666666666666,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,TRAINING,,,
572,0.5,0.75,1.0,1.0,1.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,TRAINING,,,
572,0.6,0.14285714285714285,0.3333333333333333,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,TRAINING,,,0.0
572,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,TRAINING,,,0.0
572,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,TRAINING,,,0.0
573,0.5,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,TESTING,-750.0,,0.0
573,0.6666666666666666,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,TESTING,-9250.0,,0.0
573,0.0,0.7142857142857143,0.8888888888888888,1.0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,TESTING,-1000.0,,0.0
573,0.0,0.25,0.3333333333333333,1.0,0.3333333333333333,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,TESTING,,,
574,0.0,0.25,0.3333333333333333,1.0,0.3333333333333333,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,TRAINING,,,
574,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,TRAINING,-750.0,,0.0
574,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,TRAINING,-9250.0,,0.0
574,0.6,0.7142857142857143,0.8888888888888888,1.0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,TRAINING,-1000.0,,0.0
575,0.0,0.75,0.3333333333333333,1.0,0.3333333333333333,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,TESTING,,,
575,0.0,0.8571428571428571,0.8888888888888888,1.0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,TESTING,-1000.0,,0.0
575,0.75,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,TESTING,2500.0,,0.0
575,0.6666666666666666,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,TESTING,-1500.0,,0.0
576,0.4,0.8571428571428571,0.8888888888888888,1.0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,TRAINING,-1000.0,,0.0
576,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,TRAINING,2500.0,,0.0
576,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,TRAINING,-1500.0,,0.0
576,0.0,0.75,0.3333333333333333,1.0,0.3333333333333333,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,TRAINING,,,
577,0.0,0.0,0.3333333333333333,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,TRAINING,,,
577,0.4,0.7142857142857143,0.7777777777777778,0.75,0.6666666666666666,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
577,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
577,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
578,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
578,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
578,0.4,0.7142857142857143,0.8888888888888888,1.0,1.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
578,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,TESTING,,,
579,0.8,0.8571428571428571,0.8888888888888888,1.0,1.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
579,0.5,0.5,0.3333333333333333,1.0,0.3333333333333333,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,TRAINING,,,
579,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
579,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
580,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
580,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
580,0.8,0.7142857142857143,0.8888888888888888,0.5,1.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
580,0.0,0.5,0.3333333333333333,1.0,0.3333333333333333,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,TRAINING,,,
581,0.0,0.25,0.3333333333333333,1.0,0.3333333333333333,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,TRAINING,,,
581,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
581,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
581,0.4,0.8571428571428571,0.8888888888888888,1.0,1.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
582,0.6,0.7142857142857143,0.8888888888888888,0.75,1.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
582,0.0,0.25,0.3333333333333333,1.0,0.3333333333333333,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,TESTING,,,
582,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
582,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
583,0.8,0.8571428571428571,0.8888888888888888,1.0,1.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
583,0.0,0.25,0.3333333333333333,1.0,0.3333333333333333,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,TESTING,,,
583,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
583,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
584,0.0,0.25,0.3333333333333333,1.0,0.3333333333333333,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,TRAINING,,,
584,0.8,0.8571428571428571,0.8888888888888888,1.0,1.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
584,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
584,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
585,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
585,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
585,0.6,0.7142857142857143,0.7777777777777778,1.0,0.6666666666666666,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
585,0.0,0.25,0.3333333333333333,1.0,0.3333333333333333,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,TRAINING,,,
586,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
586,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
586,0.8,0.7142857142857143,0.8888888888888888,1.0,1.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
586,0.0,0.5,0.3333333333333333,1.0,0.3333333333333333,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,TRAINING,,,
587,0.0,0.25,0.3333333333333333,1.0,0.3333333333333333,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,TESTING,,,
587,0.6,0.5714285714285714,0.7777777777777778,1.0,1.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
587,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
587,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
588,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
588,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
588,0.6,0.7142857142857143,0.8888888888888888,1.0,1.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
588,0.0,0.5,0.3333333333333333,1.0,0.3333333333333333,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,TRAINING,,,
589,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
589,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
589,0.6,0.8571428571428571,0.7777777777777778,1.0,0.6666666666666666,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
589,0.0,0.5,0.3333333333333333,1.0,0.3333333333333333,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,TESTING,,,
590,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,TESTING,,,
590,0.8,0.5714285714285714,0.8888888888888888,1.0,1.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
590,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
590,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
591,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
591,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
591,0.0,0.5714285714285714,0.8888888888888888,1.0,1.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
591,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,TESTING,,,
592,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,TESTING,,,
592,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
592,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
592,0.4,0.7142857142857143,0.0,1.0,1.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
593,0.0,0.25,0.3333333333333333,1.0,0.3333333333333333,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,TESTING,,,
593,0.2,0.8571428571428571,0.8888888888888888,1.0,1.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
593,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
593,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
594,0.8,0.8571428571428571,0.8888888888888888,1.0,1.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
594,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
594,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
594,0.0,0.5,0.3333333333333333,1.0,0.3333333333333333,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,TRAINING,,,
595,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,TESTING,,,
595,0.8,0.7142857142857143,0.0,0.75,1.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
595,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
595,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
596,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,TRAINING,,,
596,0.8,0.8571428571428571,0.0,1.0,1.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
596,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
596,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
597,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
597,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
597,0.8,0.7142857142857143,0.8888888888888888,1.0,0.6666666666666666,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
597,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,TRAINING,,,
598,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,TRAINING,,,
598,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
598,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
598,0.0,0.7142857142857143,0.8888888888888888,1.0,0.6666666666666666,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
599,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,TESTING,,,
599,0.6,0.8571428571428571,0.8888888888888888,1.0,1.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
599,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
599,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
600,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,TRAINING,,,
600,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
600,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
