person,Year,party_short,ethnicity,sex,VoteAlongRatio_Film,VoteAlongRatio_FS_IIR,VoteAlongRatio_FS_FSS,VoteAlongRatio_FS_CM,VoteAlongRatio_FS_REB,Bloomberg_Donations,Citadel_Donations,Bloomberg_donations_lagMinus1,Citadel_donations_lagMinus1
186,2014,D,black,female,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0.0,0.0,0.0,0.0
186,2016,D,black,female,0.8,0.14285714285714285,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
186,2018,D,black,female,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,
187,2012,R,white,male,0.5,0.8333333333333334,0.3333333333333333,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
187,2014,R,white,male,0.6666666666666666,0.4,0.3333333333333333,0.6,0.75,0.0,0.0,0.0,0.0
187,2016,R,white,male,0.4,0.8571428571428571,0.8888888888888888,1.0,1.0,0.0,0.0,0.0,0.0
187,2018,R,white,male,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,,
188,2012,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,2014,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,2016,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,2018,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
189,2012,R,white,male,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
189,2014,R,white,male,0.6666666666666666,1.0,0.6666666666666666,0.8,1.0,0.0,0.0,0.0,0.0
189,2016,R,white,male,0.8,0.8571428571428571,0.8888888888888888,1.0,1.0,0.0,0.0,0.0,0.0
189,2018,R,white,male,0.0,0.5,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,,
190,2012,R,white,male,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
190,2014,R,white,male,0.6666666666666666,0.8,0.3333333333333333,0.6,0.75,0.0,0.0,0.0,0.0
190,2016,R,white,male,0.8,0.8571428571428571,0.8888888888888888,1.0,1.0,0.0,0.0,0.0,0.0
190,2018,R,white,male,0.0,0.5,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,,
191,2012,D,white,female,0.5,0.3333333333333333,0.6666666666666666,0.5714285714285714,0.6666666666666666,0.0,0.0,0.0,0.0
191,2014,D,white,female,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0.0,0.0,0.0,0.0
191,2016,D,white,female,0.8,0.14285714285714285,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
191,2018,D,white,female,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,
192,2012,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,2014,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,2016,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,2018,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
193,2012,D,black,female,0.25,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,0.0,0.0,0.0,0.0
193,2014,D,black,female,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0.0,0.0,0.0,0.0
193,2016,D,black,female,0.8,0.2857142857142857,0.4444444444444444,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
193,2018,D,black,female,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,
194,2012,D,white,male,0.5,0.16666666666666666,0.3333333333333333,0.5714285714285714,0.6666666666666666,0.0,0.0,0.0,0.0
194,2014,D,white,male,0.3333333333333333,0.8,0.3333333333333333,0.4,0.5,0.0,0.0,0.0,0.0
194,2016,D,white,male,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
194,2018,D,white,male,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,
195,2012,R,white,male,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
195,2014,R,white,male,0.6666666666666666,1.0,0.6666666666666666,0.8,1.0,0.0,0.0,0.0,0.0
195,2016,R,white,male,0.8,0.7142857142857143,0.8888888888888888,1.0,1.0,0.0,0.0,0.0,0.0
195,2018,R,white,male,0.0,0.5,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,,
196,2012,R,white,male,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
196,2014,R,white,male,0.6666666666666666,1.0,0.6666666666666666,0.8,1.0,0.0,0.0,0.0,0.0
196,2016,R,white,male,0.8,0.7142857142857143,0.7777777777777778,1.0,0.6666666666666666,0.0,0.0,0.0,0.0
196,2018,R,white,male,0.5,0.5,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,,
197,2012,R,native,male,0.75,0.8333333333333334,0.6666666666666666,0.8571428571428571,0.6666666666666666,0.0,0.0,0.0,0.0
197,2014,R,native,male,0.6666666666666666,1.0,0.6666666666666666,0.8,1.0,0.0,0.0,0.0,0.0
197,2016,R,native,male,0.6,0.7142857142857143,0.8888888888888888,1.0,1.0,0.0,0.0,0.0,0.0
197,2018,R,native,male,0.0,0.5,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,,
198,2012,R,white,male,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
198,2014,R,white,male,0.6666666666666666,1.0,0.6666666666666666,0.8,1.0,0.0,0.0,0.0,0.0
198,2016,R,white,male,0.8,0.7142857142857143,0.8888888888888888,1.0,1.0,0.0,0.0,0.0,0.0
198,2018,R,white,male,0.0,0.5,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,,
199,2012,R,native,male,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
199,2014,R,native,male,0.6666666666666666,1.0,0.6666666666666666,0.8,1.0,0.0,0.0,0.0,0.0
199,2016,R,native,male,0.8,0.8571428571428571,0.7777777777777778,1.0,1.0,0.0,0.0,0.0,0.0
199,2018,R,native,male,0.0,0.5,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,,
200,2012,D,white,female,0.0,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,0.0,0.0,0.0,0.0
200,2014,D,white,female,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0.0,0.0,0.0,0.0
200,2016,D,white,female,0.8,0.14285714285714285,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
200,2018,D,white,female,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,
201,2012,R,white,male,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
201,2014,R,white,male,0.6666666666666666,1.0,0.6666666666666666,0.8,1.0,0.0,0.0,0.0,0.0
201,2016,R,white,male,0.8,0.7142857142857143,1.0,1.0,1.0,0.0,0.0,0.0,0.0
201,2018,R,white,male,0.0,0.5,1.0,1.0,1.0,0.0,0.0,,
202,2012,D,white,male,0.0,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,0.0,0.0,0.0,0.0
202,2014,D,white,male,0.3333333333333333,0.8,0.3333333333333333,0.4,0.5,0.0,0.0,0.0,0.0
202,2016,D,white,male,0.4,0.42857142857142855,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0
202,2018,D,white,male,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,
203,2012,D,white,male,0.0,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,0.0,0.0,0.0,0.0
203,2014,D,white,male,0.3333333333333333,0.8,0.3333333333333333,0.4,0.75,0.0,0.0,0.0,0.0
203,2016,D,white,male,0.8,0.2857142857142857,0.4444444444444444,0.25,0.3333333333333333,0.0,0.0,0.0,0.0
203,2018,D,white,male,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,
204,2012,D,white,male,0.5,0.5,0.3333333333333333,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
204,2014,D,white,male,0.3333333333333333,0.6,0.0,0.6,0.5,0.0,0.0,0.0,0.0
204,2016,D,white,male,0.8,0.42857142857142855,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
204,2018,D,white,male,0.5,0.5,1.0,1.0,1.0,0.0,0.0,,
205,2012,R,white,male,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
205,2014,R,white,male,0.6666666666666666,0.8,0.3333333333333333,0.6,0.75,0.0,0.0,0.0,0.0
205,2016,R,white,male,0.6,0.8571428571428571,0.8888888888888888,1.0,1.0,0.0,0.0,0.0,0.0
205,2018,R,white,male,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
206,2012,R,white,male,0.0,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
206,2014,R,white,male,0.0,0.8,0.3333333333333333,0.6,0.75,0.0,0.0,0.0,0.0
206,2016,R,white,male,0.0,0.8571428571428571,0.8888888888888888,1.0,1.0,0.0,0.0,0.0,0.0
206,2018,R,white,male,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
207,2012,R,white,male,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,2014,R,white,male,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,2016,R,white,male,0.6,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0
207,2018,R,white,male,0.0,0.5,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,,
208,2012,R,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,2014,R,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,2016,R,white,male,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0
208,2018,R,white,male,0.0,0.5,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,,
209,2012,R,white,male,0.5,0.8333333333333334,0.3333333333333333,0.7142857142857143,0.3333333333333333,0.0,0.0,0.0,0.0
209,2014,R,white,male,0.6666666666666666,0.6,0.3333333333333333,0.6,0.75,0.0,0.0,0.0,0.0
209,2016,R,white,male,0.4,0.8571428571428571,0.8888888888888888,1.0,1.0,0.0,0.0,0.0,0.0
209,2018,R,white,male,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
210,2012,R,white,male,0.0,0.8333333333333334,0.3333333333333333,0.7142857142857143,0.3333333333333333,0.0,0.0,0.0,0.0
210,2014,R,white,male,0.0,0.6,0.3333333333333333,0.6,0.75,0.0,0.0,0.0,0.0
210,2016,R,white,male,0.0,0.8571428571428571,0.8888888888888888,1.0,1.0,0.0,0.0,0.0,0.0
210,2018,R,white,male,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
211,2012,R,white,male,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,2014,R,white,male,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,2016,R,white,male,0.4,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0
211,2018,R,white,male,0.0,0.25,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,,
212,2012,R,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,2014,R,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,2016,R,white,male,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0
212,2018,R,white,male,0.0,0.25,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,,
213,2012,R,white,male,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
213,2014,R,white,male,0.6666666666666666,1.0,0.6666666666666666,0.8,1.0,0.0,0.0,0.0,0.0
213,2016,R,white,male,0.8,0.8571428571428571,0.8888888888888888,1.0,1.0,0.0,0.0,0.0,0.0
213,2018,R,white,male,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
214,2012,R,white,male,0.0,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
214,2014,R,white,male,0.0,1.0,0.6666666666666666,0.8,1.0,0.0,0.0,0.0,0.0
214,2016,R,white,male,0.0,0.8571428571428571,0.8888888888888888,1.0,1.0,0.0,0.0,0.0,0.0
214,2018,R,white,male,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
215,2012,R,white,male,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,2014,R,white,male,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,2016,R,white,male,0.8,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0
215,2018,R,white,male,0.0,0.5,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,,
216,2012,R,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,2014,R,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,2016,R,white,male,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0
216,2018,R,white,male,0.0,0.5,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,,
217,2012,R,white,male,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
217,2014,R,white,male,0.6666666666666666,0.8,0.3333333333333333,0.6,0.75,0.0,0.0,0.0,0.0
217,2016,R,white,male,0.8,0.8571428571428571,0.7777777777777778,0.75,0.6666666666666666,0.0,0.0,0.0,0.0
217,2018,R,white,male,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
218,2012,D,white,male,0.5,0.5,0.3333333333333333,0.5714285714285714,1.0,0.0,0.0,0.0,0.0
218,2014,D,white,male,0.3333333333333333,0.8,0.3333333333333333,0.4,0.5,0.0,0.0,0.0,0.0
218,2016,D,white,male,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
218,2018,D,white,male,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
219,2012,D,white,male,0.0,0.5,0.3333333333333333,0.5714285714285714,1.0,0.0,0.0,0.0,0.0
219,2014,D,white,male,0.0,0.8,0.3333333333333333,0.4,0.5,0.0,0.0,0.0,0.0
219,2016,D,white,male,0.0,0.2857142857142857,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
219,2018,D,white,male,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,
220,2012,D,white,male,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,2014,D,white,male,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,2016,D,white,male,0.8,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
220,2018,D,white,male,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,
221,2012,D,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,2014,D,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,2016,D,white,male,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
221,2018,D,white,male,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,
222,2012,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,2014,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,2016,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,2018,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
223,2012,D,white,male,0.0,0.3333333333333333,0.6666666666666666,0.7142857142857143,0.6666666666666666,500.0,500.0,0.0,0.0
223,2014,D,white,male,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0.0,0.0,0.0,0.0
223,2016,D,white,male,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
223,2018,D,white,male,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,,
224,2012,D,white,male,0.25,0.3333333333333333,0.3333333333333333,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
224,2014,D,white,male,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0.0,0.0,0.0,0.0
224,2016,D,white,male,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
224,2018,D,white,male,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,
225,2012,R,white,male,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
225,2014,R,white,male,0.6666666666666666,0.8,0.6666666666666666,0.8,1.0,0.0,0.0,0.0,0.0
225,2016,R,white,male,0.8,0.8571428571428571,0.7777777777777778,1.0,1.0,0.0,0.0,0.0,0.0
225,2018,R,white,male,0.0,0.25,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,,
226,2012,R,white,male,0.5,0.8333333333333334,0.3333333333333333,0.7142857142857143,0.3333333333333333,0.0,0.0,0.0,0.0
226,2014,R,white,male,0.6666666666666666,0.4,0.0,0.6,0.5,0.0,0.0,0.0,0.0
226,2016,R,white,male,0.4,0.8571428571428571,0.8888888888888888,1.0,0.6666666666666666,0.0,0.0,0.0,0.0
226,2018,R,white,male,0.0,0.25,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,,
227,2012,D,black,male,0.5,0.5,0.6666666666666666,0.5714285714285714,0.6666666666666666,0.0,0.0,0.0,0.0
227,2014,D,black,male,0.6666666666666666,0.8,0.3333333333333333,0.4,0.5,0.0,0.0,0.0,0.0
227,2016,D,black,male,0.6,0.2857142857142857,0.4444444444444444,0.25,0.3333333333333333,0.0,0.0,0.0,0.0
227,2018,D,black,male,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,,
228,2012,R,white,male,0.5,0.8333333333333334,0.3333333333333333,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
228,2014,R,white,male,0.6666666666666666,1.0,0.6666666666666666,0.8,1.0,0.0,0.0,0.0,0.0
228,2016,R,white,male,0.6,0.8571428571428571,0.8888888888888888,1.0,1.0,0.0,0.0,0.0,0.0
228,2018,R,white,male,0.0,0.5,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,,
229,2012,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,2014,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,2016,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,2018,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
230,2012,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,2014,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,2016,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,2018,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
231,2012,R,white,male,0.5,0.6666666666666666,0.3333333333333333,0.5714285714285714,1.0,0.0,0.0,0.0,0.0
231,2014,R,white,male,0.6666666666666666,0.4,0.3333333333333333,0.6,0.75,0.0,0.0,0.0,0.0
231,2016,R,white,male,0.6,0.8571428571428571,0.8888888888888888,1.0,1.0,0.0,0.0,0.0,0.0
231,2018,R,white,male,0.0,0.25,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,,
232,2012,D,white,male,0.25,0.5,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
232,2014,D,white,male,1.0,0.8,0.3333333333333333,0.4,1.0,0.0,0.0,0.0,0.0
232,2016,D,white,male,0.8,0.42857142857142855,0.5555555555555556,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
232,2018,D,white,male,1.0,1.0,0.6666666666666666,1.0,1.0,0.0,0.0,,
233,2012,D,white,male,0.25,0.16666666666666666,0.3333333333333333,0.5714285714285714,0.6666666666666666,0.0,0.0,0.0,0.0
233,2014,D,white,male,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0.0,0.0,0.0,0.0
233,2016,D,white,male,0.6,0.2857142857142857,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0
233,2018,D,white,male,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,
234,2012,R,white,male,0.5,0.6666666666666666,0.3333333333333333,0.7142857142857143,0.3333333333333333,0.0,0.0,0.0,0.0
234,2014,R,white,male,0.6666666666666666,0.4,0.3333333333333333,0.6,0.75,0.0,0.0,0.0,0.0
234,2016,R,white,male,0.2,0.7142857142857143,0.8888888888888888,1.0,1.0,0.0,0.0,0.0,0.0
234,2018,R,white,male,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,,
235,2012,R,white,male,0.5,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.3333333333333333,0.0,0.0,0.0,0.0
235,2014,R,white,male,0.6666666666666666,1.0,0.6666666666666666,0.8,1.0,0.0,0.0,0.0,0.0
235,2016,R,white,male,0.8,0.8571428571428571,0.8888888888888888,1.0,1.0,0.0,0.0,0.0,0.0
235,2018,R,white,male,0.0,0.25,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,,
236,2012,D,black,male,0.0,0.3333333333333333,0.0,0.5714285714285714,0.6666666666666666,0.0,0.0,0.0,0.0
236,2014,D,black,male,0.3333333333333333,0.8,0.3333333333333333,0.4,0.5,0.0,0.0,0.0,0.0
236,2016,D,black,male,0.8,0.14285714285714285,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
236,2018,D,black,male,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,
237,2012,R,white,male,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
237,2014,R,white,male,0.6666666666666666,0.8,0.6666666666666666,0.8,1.0,0.0,0.0,0.0,0.0
237,2016,R,white,male,0.8,0.8571428571428571,0.8888888888888888,1.0,1.0,0.0,0.0,0.0,0.0
237,2018,R,white,male,0.0,0.5,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,,
238,2012,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,2014,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,2016,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,2018,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
239,2012,R,white,female,0.75,0.6666666666666666,0.6666666666666666,0.5714285714285714,0.3333333333333333,0.0,0.0,0.0,0.0
239,2014,R,white,female,0.6666666666666666,0.8,0.6666666666666666,1.0,0.75,0.0,0.0,0.0,0.0
239,2016,R,white,female,0.8,0.8571428571428571,0.8888888888888888,1.0,1.0,0.0,0.0,0.0,0.0
239,2018,R,white,female,0.0,0.5,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,,
240,2012,R,white,male,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.3333333333333333,0.0,0.0,0.0,0.0
240,2014,R,white,male,0.6666666666666666,1.0,0.6666666666666666,0.8,1.0,0.0,0.0,0.0,0.0
240,2016,R,white,male,0.8,0.8571428571428571,0.8888888888888888,1.0,1.0,0.0,0.0,0.0,0.0
240,2018,R,white,male,0.0,0.5,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,,
241,2012,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,2014,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,2016,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,2018,0,white,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
242,2012,R,hispanic,male,0.5,0.8333333333333334,0.3333333333333333,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
242,2014,R,hispanic,male,0.6666666666666666,0.6,0.6666666666666666,0.8,1.0,0.0,0.0,0.0,0.0
242,2016,R,hispanic,male,0.8,0.8571428571428571,0.8888888888888888,1.0,1.0,0.0,0.0,0.0,0.0
242,2018,R,hispanic,male,0.0,0.5,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,,
243,2012,0,black,female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,2014,0,black,female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,2016,0,black,female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,2018,0,black,female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
244,2012,D,hispanic,male,0.0,0.5,0.3333333333333333,0.5714285714285714,0.6666666666666666,0.0,0.0,0.0,0.0
244,2014,D,hispanic,male,0.3333333333333333,0.8,0.3333333333333333,0.6,0.25,0.0,0.0,0.0,0.0
244,2016,D,hispanic,male,0.6,0.2857142857142857,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
244,2018,D,hispanic,male,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,
245,2012,R,white,male,0.5,0.8333333333333334,0.3333333333333333,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
245,2014,R,white,male,0.6666666666666666,0.8,0.6666666666666666,0.8,1.0,0.0,0.0,0.0,0.0
245,2016,R,white,male,0.8,0.7142857142857143,0.8888888888888888,1.0,1.0,0.0,0.0,0.0,0.0
245,2018,R,white,male,0.0,0.5,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,,
246,2012,R,white,male,0.5,0.8333333333333334,0.0,0.7142857142857143,0.3333333333333333,0.0,0.0,0.0,0.0
246,2014,R,white,male,0.6666666666666666,0.6,0.3333333333333333,0.8,1.0,0.0,0.0,0.0,0.0
246,2016,R,white,male,0.8,0.8571428571428571,0.8888888888888888,1.0,1.0,0.0,0.0,0.0,0.0
246,2018,R,white,male,0.0,0.25,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,,
247,2012,R,white,male,0.5,0.8333333333333334,0.3333333333333333,0.8571428571428571,0.6666666666666666,0.0,0.0,0.0,0.0
247,2014,R,white,male,0.6666666666666666,0.4,0.3333333333333333,0.6,0.5,0.0,0.0,0.0,0.0
247,2016,R,white,male,0.6,0.7142857142857143,0.8888888888888888,1.0,1.0,0.0,0.0,0.0,0.0
247,2018,R,white,male,0.0,0.5,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,,
248,2012,R,white,male,0.5,0.8333333333333334,0.3333333333333333,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
248,2014,R,white,male,0.6666666666666666,0.6,0.6666666666666666,0.8,1.0,0.0,0.0,0.0,0.0
248,2016,R,white,male,0.8,0.8571428571428571,0.8888888888888888,1.0,1.0,0.0,0.0,0.0,0.0
248,2018,R,white,male,0.0,0.25,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,,
249,2012,D,hispanic,male,0.75,0.5,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0
249,2014,D,hispanic,male,0.6666666666666666,0.6,0.3333333333333333,0.6,0.75,0.0,0.0,0.0,0.0
249,2016,D,hispanic,male,0.8,0.42857142857142855,0.7777777777777778,0.25,0.3333333333333333,0.0,0.0,0.0,0.0
249,2018,D,hispanic,male,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,
