person,Year,party_short,donations_dollars,partyline_percent,donations_dollars_lag,data_use,MODELING_GROUP,democrat
392,2014-01-01,R,0.0,0.6666666666666666,0.0,0.9925,TESTING,0
392,2016-01-01,R,0.0,0.8,0.0,0.9925,TESTING,0
392,2018-01-01,R,0.0,0.0,,0.9925,TESTING,0
393,2016-01-01,R,0.0,0.6,0.0,0.5535,TESTING,0
393,2018-01-01,R,0.0,0.0,,0.5535,TESTING,0
393,2012-01-01,R,0.0,0.75,0.0,0.5535,TESTING,0
393,2014-01-01,R,0.0,0.3333333333333333,0.0,0.5535,TESTING,0
395,2012-01-01,R,2000.0,0.5,0.0,0.4931,TRAINING,0
395,2014-01-01,R,0.0,0.6666666666666666,0.0,0.4931,TRAINING,0
395,2016-01-01,R,0.0,0.6,0.0,0.4931,TRAINING,0
395,2018-01-01,R,0.0,0.0,,0.4931,TRAINING,0
396,2012-01-01,R,0.0,0.25,0.0,0.351,TRAINING,0
396,2014-01-01,R,0.0,0.3333333333333333,0.0,0.351,TRAINING,0
396,2016-01-01,R,0.0,0.0,0.0,0.351,TRAINING,0
396,2018-01-01,R,0.0,0.0,,0.351,TRAINING,0
398,2018-01-01,R,0.0,0.0,,0.0202,TRAINING,0
398,2012-01-01,R,0.0,0.5,0.0,0.0202,TRAINING,0
398,2014-01-01,R,0.0,0.6666666666666666,0.0,0.0202,TRAINING,0
398,2016-01-01,R,0.0,0.6,0.0,0.0202,TRAINING,0
399,2018-01-01,R,0.0,0.0,,0.4218,TRAINING,0
399,2016-01-01,R,0.0,0.8,0.0,0.4218,TRAINING,0
399,2012-01-01,R,0.0,0.75,0.0,0.4218,TRAINING,0
399,2014-01-01,R,0.0,1.0,0.0,0.4218,TRAINING,0
401,2012-01-01,R,0.0,0.75,0.0,0.8958,TESTING,0
401,2014-01-01,R,0.0,0.6666666666666666,0.0,0.8958,TESTING,0
401,2016-01-01,R,0.0,0.4,0.0,0.8958,TESTING,0
401,2018-01-01,R,0.0,0.0,,0.8958,TESTING,0
403,2012-01-01,R,0.0,0.75,2250.0,0.4389,TRAINING,0
403,2014-01-01,R,2250.0,0.6666666666666666,1000.0,0.4389,TRAINING,0
403,2016-01-01,R,1000.0,0.8,2500.0,0.4389,TRAINING,0
403,2018-01-01,R,2500.0,0.0,,0.4389,TRAINING,0
404,2012-01-01,R,0.0,0.75,0.0,0.2327,TRAINING,0
404,2014-01-01,R,0.0,0.6666666666666666,0.0,0.2327,TRAINING,0
404,2016-01-01,R,0.0,0.8,0.0,0.2327,TRAINING,0
404,2018-01-01,R,0.0,0.0,,0.2327,TRAINING,0
405,2018-01-01,R,0.0,0.0,,0.8004,TESTING,0
405,2016-01-01,R,0.0,0.8,0.0,0.8004,TESTING,0
405,2012-01-01,R,0.0,0.75,0.0,0.8004,TESTING,0
405,2014-01-01,R,0.0,0.6666666666666666,0.0,0.8004,TESTING,0
406,2012-01-01,R,0.0,0.75,0.0,0.2931,TRAINING,0
406,2014-01-01,R,0.0,0.6666666666666666,2000.0,0.2931,TRAINING,0
406,2016-01-01,R,2000.0,0.8,1000.0,0.2931,TRAINING,0
406,2018-01-01,R,1000.0,0.0,,0.2931,TRAINING,0
410,2018-01-01,R,0.0,0.0,,0.7777,TESTING,0
410,2012-01-01,R,0.0,0.75,0.0,0.7777,TESTING,0
410,2014-01-01,R,0.0,0.6666666666666666,2500.0,0.7777,TESTING,0
410,2016-01-01,R,2500.0,0.8,0.0,0.7777,TESTING,0
412,2018-01-01,R,0.0,0.0,,0.0197,TRAINING,0
412,2016-01-01,R,1000.0,0.8,0.0,0.0197,TRAINING,0
412,2014-01-01,R,0.0,0.6666666666666666,1000.0,0.0197,TRAINING,0
412,2012-01-01,R,2000.0,0.75,0.0,0.0197,TRAINING,0
414,2012-01-01,R,0.0,0.5,0.0,0.7125,TESTING,0
414,2014-01-01,R,0.0,0.6666666666666666,0.0,0.7125,TESTING,0
414,2016-01-01,R,0.0,0.2,0.0,0.7125,TESTING,0
414,2018-01-01,R,0.0,0.0,,0.7125,TESTING,0
415,2012-01-01,R,0.0,0.75,2500.0,0.193,TRAINING,0
415,2014-01-01,R,2500.0,0.6666666666666666,1000.0,0.193,TRAINING,0
415,2016-01-01,R,1000.0,0.0,0.0,0.193,TRAINING,0
415,2018-01-01,R,0.0,0.0,,0.193,TRAINING,0
417,2016-01-01,R,0.0,0.8,0.0,0.6287,TESTING,0
417,2018-01-01,R,0.0,0.0,,0.6287,TESTING,0
417,2012-01-01,R,0.0,0.75,0.0,0.6287,TESTING,0
417,2014-01-01,R,0.0,0.6666666666666666,0.0,0.6287,TESTING,0
418,2012-01-01,R,0.0,0.75,0.0,0.88,TESTING,0
418,2014-01-01,R,0.0,0.6666666666666666,0.0,0.88,TESTING,0
418,2016-01-01,R,0.0,0.8,0.0,0.88,TESTING,0
418,2018-01-01,R,0.0,0.0,,0.88,TESTING,0
419,2012-01-01,R,0.0,0.75,0.0,0.9339,TESTING,0
419,2014-01-01,R,0.0,0.6666666666666666,0.0,0.9339,TESTING,0
419,2016-01-01,R,0.0,0.8,0.0,0.9339,TESTING,0
419,2018-01-01,R,0.0,0.0,,0.9339,TESTING,0
421,2018-01-01,R,0.0,0.0,,0.4282,TRAINING,0
421,2012-01-01,R,0.0,0.75,0.0,0.4282,TRAINING,0
421,2014-01-01,R,0.0,0.6666666666666666,0.0,0.4282,TRAINING,0
421,2016-01-01,R,0.0,0.6,0.0,0.4282,TRAINING,0
422,2018-01-01,R,0.0,0.0,,0.2511,TRAINING,0
422,2016-01-01,R,0.0,0.4,0.0,0.2511,TRAINING,0
422,2012-01-01,R,0.0,0.5,0.0,0.2511,TRAINING,0
422,2014-01-01,R,0.0,0.6666666666666666,0.0,0.2511,TRAINING,0
424,2012-01-01,R,0.0,0.5,0.0,0.9986,TESTING,0
424,2014-01-01,R,0.0,0.6666666666666666,0.0,0.9986,TESTING,0
424,2016-01-01,R,0.0,0.6,0.0,0.9986,TESTING,0
424,2018-01-01,R,0.0,0.0,,0.9986,TESTING,0
426,2012-01-01,R,0.0,0.5,0.0,0.0659,TRAINING,0
426,2014-01-01,R,0.0,0.6666666666666666,0.0,0.0659,TRAINING,0
426,2016-01-01,R,0.0,0.6,0.0,0.0659,TRAINING,0
426,2018-01-01,R,0.0,0.0,,0.0659,TRAINING,0
427,2016-01-01,R,0.0,0.4,0.0,0.2811,TRAINING,0
427,2018-01-01,R,0.0,0.0,,0.2811,TRAINING,0
427,2012-01-01,R,0.0,0.75,0.0,0.2811,TRAINING,0
427,2014-01-01,R,0.0,0.6666666666666666,0.0,0.2811,TRAINING,0
428,2014-01-01,R,1000.0,0.6666666666666666,1500.0,0.7098,TESTING,0
428,2016-01-01,R,1500.0,0.6,1500.0,0.7098,TESTING,0
428,2018-01-01,R,1500.0,0.0,,0.7098,TESTING,0
428,2012-01-01,R,0.0,0.75,1000.0,0.7098,TESTING,0
430,2012-01-01,R,0.0,0.75,0.0,0.6546,TESTING,0
430,2014-01-01,R,0.0,0.6666666666666666,0.0,0.6546,TESTING,0
430,2016-01-01,R,0.0,0.8,0.0,0.6546,TESTING,0
430,2018-01-01,R,0.0,0.0,,0.6546,TESTING,0
432,2018-01-01,D,0.0,1.0,,0.9561,TESTING,1
432,2012-01-01,D,0.0,0.0,0.0,0.9561,TESTING,1
432,2014-01-01,D,0.0,0.3333333333333333,0.0,0.9561,TESTING,1
432,2016-01-01,D,0.0,0.6,0.0,0.9561,TESTING,1
433,2018-01-01,D,0.0,1.0,,0.1986,TRAINING,1
433,2016-01-01,D,0.0,0.8,0.0,0.1986,TRAINING,1
433,2012-01-01,D,0.0,0.0,0.0,0.1986,TRAINING,1
433,2014-01-01,D,0.0,0.3333333333333333,0.0,0.1986,TRAINING,1
505,2012-01-01,D,0.0,0.0,0.0,0.8338,TESTING,1
505,2014-01-01,D,0.0,0.0,0.0,0.8338,TESTING,1
505,2016-01-01,D,0.0,0.8,0.0,0.8338,TESTING,1
505,2018-01-01,D,0.0,1.0,,0.8338,TESTING,1
536,2012-01-01,R,12000.0,0.0,11250.0,0.2911,TRAINING,0
536,2014-01-01,R,11250.0,0.0,2000.0,0.2911,TRAINING,0
536,2016-01-01,R,2000.0,0.6,1000.0,0.2911,TRAINING,0
536,2018-01-01,R,1000.0,0.0,,0.2911,TRAINING,0
540,2012-01-01,R,0.0,0.0,2500.0,0.1734,TRAINING,0
540,2014-01-01,R,2500.0,0.0,1000.0,0.1734,TRAINING,0
540,2016-01-01,R,1000.0,0.4,0.0,0.1734,TRAINING,0
540,2018-01-01,R,0.0,0.0,,0.1734,TRAINING,0
588,2018-01-01,D,0.0,1.0,,0.1843,TRAINING,1
588,2016-01-01,D,0.0,0.0,0.0,0.1843,TRAINING,1
588,2012-01-01,D,0.0,0.0,0.0,0.1843,TRAINING,1
588,2014-01-01,D,0.0,0.0,0.0,0.1843,TRAINING,1
654,2012-01-01,R,0.0,0.0,0.0,0.868,TESTING,0
654,2014-01-01,R,0.0,0.0,0.0,0.868,TESTING,0
654,2016-01-01,R,0.0,0.0,0.0,0.868,TESTING,0
654,2018-01-01,R,0.0,0.0,,0.868,TESTING,0
656,2012-01-01,R,0.0,0.0,500.0,0.2976,TRAINING,0
656,2014-01-01,R,500.0,0.0,0.0,0.2976,TRAINING,0
656,2016-01-01,R,0.0,0.0,2000.0,0.2976,TRAINING,0
656,2018-01-01,R,2000.0,0.0,,0.2976,TRAINING,0
660,2016-01-01,R,0.0,0.0,0.0,0.1959,TRAINING,0
660,2012-01-01,R,0.0,0.0,0.0,0.1959,TRAINING,0
660,2014-01-01,R,0.0,0.0,0.0,0.1959,TRAINING,0
660,2018-01-01,R,0.0,0.0,,0.1959,TRAINING,0
